ID,DOL Year,Stat Week,DOL Month,Date of Landing,District,Subdistrict,Stat Area,Stat Area Name,Gear Name,Harvest Name,Species Name,Number Of Animals (sum),Landed Weight (sum),Business Name
287,2018,27,7,7/3/2018,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",150,735,Copper River Seafoods Inc
288,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chinook",8,40,Copper River Seafoods Inc
289,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chum",13,130,Obi Seafoods-Naknek
290,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, coho",3,16,Copper River Seafoods Inc
291,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, pink",82,347,Copper River Seafoods Inc
292,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, pink",93,338,Obi Seafoods-Naknek
293,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, sockeye",396,2097,Copper River Seafoods Inc
294,2018,27,7,7/3/2018,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, sockeye",916,4883,Obi Seafoods-Naknek
295,2018,27,7,7/3/2018,241,92,24192,China Poot SHA,Purse seine,Private Hatchery - Fishing,"salmon, sockeye",2338,11226,Pacific Star Seafoods
296,2018,27,7,7/3/2018,249,72,24972,Kirschner Lake SHA,Purse seine,Private Hatchery - Fishing,"salmon, chum",3,29,Pacific Star Seafoods
297,2018,27,7,7/3/2018,249,72,24972,Kirschner Lake SHA,Purse seine,Private Hatchery - Fishing,"salmon, pink",20,61,Pacific Star Seafoods
298,2018,27,7,7/3/2018,249,72,24972,Kirschner Lake SHA,Purse seine,Private Hatchery - Fishing,"salmon, sockeye",3827,17523,Pacific Star Seafoods
299,2018,27,7,7/4/2018,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",652,2182,Obi Seafoods-Naknek
300,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chinook",2,17,Alaskan Fish Factory LTD
301,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",122,903,Alaskan Fish Factory LTD
302,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",26,230,Pacific Star Seafoods
303,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",1,,Alaskan Fish Factory LTD
304,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",2,,Timothy L Wilkes
305,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, pink",230,920,Alaskan Fish Factory LTD
306,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, pink",30,148,Pacific Star Seafoods
307,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",485,2518,Alaskan Fish Factory LTD
308,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",82,456,Pacific Star Seafoods
309,2018,27,7,7/4/2018,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",16,81,Timothy L Wilkes
310,2018,27,7,7/4/2018,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chinook",4,24,Pacific Star Seafoods
311,2018,27,7,7/4/2018,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chum",1,7,Pacific Star Seafoods
312,2018,27,7,7/4/2018,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, coho",1,6,Pacific Star Seafoods
313,2018,27,7,7/4/2018,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",3,20,Elaine L Chalup
314,2018,27,7,7/4/2018,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",72,396,Pacific Star Seafoods
315,2018,27,7,7/4/2018,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chinook",1,10,Alaskan Fish Factory LTD
316,2018,27,7,7/4/2018,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chum",228,1762,Alaskan Fish Factory LTD
317,2018,27,7,7/4/2018,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, coho",2,,Jevon K Chartier
318,2018,27,7,7/4/2018,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, pink",290,1096,Alaskan Fish Factory LTD
319,2018,27,7,7/4/2018,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",540,2708,Alaskan Fish Factory LTD
320,2018,27,7,7/4/2018,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",17,97,Jevon K Chartier
321,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chinook",4,,AQUAMOXIE LLC
322,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chinook",1,10,Alaskan Fish Factory LTD
323,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",21,156,Alaskan Fish Factory LTD
324,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",79,612,Pacific Star Seafoods
325,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",3,,Alaskan Fish Factory LTD
326,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",8,50,Pacific Star Seafoods
327,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, pink",22,,AQUAMOXIE LLC
328,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, pink",150,511,Pacific Star Seafoods
329,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",109,530,AQUAMOXIE LLC
330,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",37,217,Alaskan Fish Factory LTD
331,2018,27,7,7/4/2018,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",226,1155,Pacific Star Seafoods
332,2018,27,7,7/4/2018,241,30,24130,English Bay Section,Set gillnet,State managed fishery,"salmon, sockeye",66,334,Pacific Star Seafoods
333,2018,27,7,7/4/2018,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chinook",6,85,Copper River Seafoods Inc
334,2018,27,7,7/4/2018,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chum",5,46,Copper River Seafoods Inc
335,2018,27,7,7/4/2018,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",1,4,Copper River Seafoods Inc
